domain,accession,GC_per,temp_cat
bacteria,GCF_000428845.1,45.67 ,mesophilic
bacteria,GCF_900167945.1,45.05 ,mesophilic
bacteria,GCA_000218895.1,46.42 ,psychrophilic/psychrotrophilic
bacteria,GCF_000423565.1,42.14 ,mesophilic
bacteria,GCF_000482465.1,44.27 ,mesophilic
bacteria,GCF_004005965.1,35.77 ,mesophilic
bacteria,GCF_000427405.1,37.77 ,mesophilic
bacteria,GCF_900103285.1,54.31 ,mesophilic
bacteria,GCF_000166395.1,40.41 ,mesophilic
bacteria,GCF_003258705.1,37.20 ,mesophilic
bacteria,GCA_000263195.1,35.58 ,mesophilic
bacteria,GCF_000430505.1,47.94 ,mesophilic
bacteria,GCF_000169175.1,40.64 ,mesophilic
bacteria,GCF_000426825.1,48.78 ,thermophilic
bacteria,GCF_000382225.1,62.09 ,mesophilic
bacteria,GCF_900111515.1,62.05 ,mesophilic
bacteria,GCF_000576555.1,59.62 ,mesophilic
bacteria,GCF_900187375.1,57.00 ,mesophilic
bacteria,GCF_900188255.1,55.77 ,mesophilic
bacteria,GCF_900142395.1,60.77 ,psychrophilic/psychrotrophilic
bacteria,GCF_000420705.1,56.41 ,mesophilic
bacteria,GCF_900141805.1,61.21 ,mesophilic
bacteria,GCF_900176135.1,56.38 ,psychrophilic/psychrotrophilic
bacteria,GCF_001507645.1,60.96 ,mesophilic
bacteria,GCF_900115775.1,59.32 ,mesophilic
bacteria,GCF_003149515.1,62.51 ,psychrophilic/psychrotrophilic
bacteria,GCF_000973725.1,47.34 ,mesophilic
bacteria,GCF_003585765.1,53.16 ,mesophilic
bacteria,GCF_001611675.1,51.02 ,mesophilic
bacteria,GCF_900188175.1,50.31 ,mesophilic
bacteria,GCF_000373265.1,52.66 ,mesophilic
bacteria,GCF_001310085.1,47.43 ,mesophilic
bacteria,GCF_000473365.1,39.65 ,mesophilic
bacteria,GCF_900112255.1,42.39 ,mesophilic
bacteria,GCF_000014145.1,38.85 ,mesophilic
bacteria,GCF_000379765.1,36.34 ,mesophilic
bacteria,GCF_000265505.1,30.67 ,mesophilic
bacteria,GCF_000422585.1,42.18 ,mesophilic
bacteria,GCF_900113045.1,37.69 ,mesophilic
bacteria,GCF_900112005.1,40.27 ,mesophilic
bacteria,GCF_900116615.1,41.18 ,mesophilic
bacteria,GCF_000166275.1,38.67 ,mesophilic
bacteria,GCF_900129785.1,39.36 ,mesophilic
bacteria,GCF_000429465.1,42.82 ,mesophilic
bacteria,GCF_900148515.1,39.33 ,mesophilic
bacteria,GCF_900115305.1,39.45 ,mesophilic
bacteria,GCF_900101705.1,41.37 ,mesophilic
bacteria,GCF_900113375.1,42.13 ,mesophilic
bacteria,GCF_000429405.1,41.92 ,mesophilic
bacteria,GCF_900108085.1,42.72 ,mesophilic
bacteria,GCF_900103735.1,42.64 ,mesophilic
bacteria,GCF_000429425.1,42.73 ,mesophilic
bacteria,GCF_000298295.1,40.96 ,mesophilic
bacteria,GCF_900176595.1,39.39 ,mesophilic
bacteria,GCF_000295935.2,39.68 ,mesophilic
bacteria,GCF_900156785.1,38.59 ,mesophilic
bacteria,GCF_000265405.1,36.81 ,mesophilic
bacteria,GCF_000381545.1,41.83 ,psychrophilic/psychrotrophilic
bacteria,GCF_003260975.1,44.14 ,mesophilic
bacteria,GCF_000325705.1,44.75 ,mesophilic
bacteria,GCF_000373245.1,43.82 ,mesophilic
bacteria,GCF_000427295.1,38.75 ,mesophilic
bacteria,GCF_000222485.1,38.15 ,mesophilic
bacteria,GCF_005166025.1,36.13 ,mesophilic
bacteria,GCF_900167975.1,41.93 ,mesophilic
bacteria,GCF_900188325.1,40.33 ,mesophilic
bacteria,GCF_900142205.1,43.41 ,mesophilic
bacteria,GCF_900176375.1,39.80 ,mesophilic
bacteria,GCF_000183425.1,35.52 ,mesophilic
bacteria,GCF_000348925.1,54.60 ,mesophilic
bacteria,GCF_000020565.1,35.05 ,mesophilic
bacteria,GCF_000375465.1,39.78 ,mesophilic
bacteria,GCF_000375425.1,42.95 ,mesophilic
bacteria,GCF_900182705.1,44.45 ,mesophilic
bacteria,GCF_900129315.1,48.33 ,mesophilic
bacteria,GCF_900182555.1,48.91 ,mesophilic
bacteria,GCF_000013045.1,66.13 ,mesophilic
bacteria,GCF_000419585.1,63.47 ,mesophilic
bacteria,GCF_000024845.1,64.30 ,thermophilic
bacteria,GCF_900142415.1,59.11 ,hyperthermophilic
bacteria,GCF_000020645.1,48.08 ,mesophilic
bacteria,GCF_000168715.1,50.11 ,mesophilic
bacteria,GCF_000012585.1,44.28 ,mesophilic
bacteria,GCF_000012485.1,57.33 ,mesophilic
bacteria,GCA_001622165.1,56.70 ,mesophilic
bacteria,GCF_000016085.1,52.99 ,mesophilic
bacteria,GCF_000020465.1,51.32 ,mesophilic
bacteria,GCF_001509575.1,51.40 ,mesophilic
bacteria,GCF_000015125.1,48.35 ,mesophilic
bacteria,GCF_000006985.1,56.53 ,thermophilic
bacteria,GCF_000020505.1,55.80 ,mesophilic
bacteria,GCF_000020545.1,48.93 ,mesophilic
bacteria,GCF_000020625.1,50.11 ,mesophilic
bacteria,GCF_000020525.1,45.04 ,mesophilic
bacteria,GCF_000258405.1,33.93 ,thermophilic
bacteria,GCF_000279145.1,41.33 ,thermophilic
bacteria,GCF_001886815.1,45.10 ,thermophilic
bacteria,GCA_000402655.1,31.50 ,mesophilic
bacteria,GCF_000146505.1,48.05 ,mesophilic
bacteria,GCF_000695095.2,64.37 ,mesophilic
bacteria,GCF_000010305.1,64.27 ,mesophilic
bacteria,GCF_000522985.1,72.61 ,mesophilic
bacteria,GCF_000378105.1,51.56 ,mesophilic
bacteria,GCF_900141815.1,51.97 ,mesophilic
bacteria,GCF_000020225.1,55.76 ,mesophilic
bacteria,GCF_900184965.1,55.40 ,mesophilic
bacteria,GCF_000173075.1,61.06 ,mesophilic
bacteria,GCF_000019665.1,45.48 ,thermophilic
bacteria,GCF_000379365.1,60.89 ,mesophilic
bacteria,GCF_000172555.1,52.59 ,mesophilic
bacteria,GCF_000019965.1,65.34 ,mesophilic
bacteria,GCF_000171235.2,60.93 ,mesophilic
bacteria,GCF_000242935.2,63.45 ,mesophilic
bacteria,GCF_002310495.1,62.25 ,mesophilic
bacteria,GCF_001746835.1,66.48 ,mesophilic
bacteria,GCF_000155695.1,54.26 ,mesophilic
bacteria,GCF_000025905.1,53.60 ,mesophilic
bacteria,GCF_000170755.1,40.95 ,mesophilic
bacteria,GCF_000011565.1,34.72 ,mesophilic
bacteria,GCF_000875975.1,38.95 ,mesophilic
bacteria,GCF_000237205.1,41.60 ,mesophilic
bacteria,GCF_000007605.1,39.19 ,mesophilic
bacteria,GCF_000009945.1,39.34 ,mesophilic
bacteria,GCF_000204255.1,39.02 ,mesophilic
bacteria,GCF_002895085.1,39.90 ,mesophilic
bacteria,GCF_000007205.1,40.58 ,mesophilic
bacteria,GCF_000204135.1,41.08 ,mesophilic
bacteria,GCF_000006685.1,40.31 ,mesophilic
bacteria,GCF_000012125.1,41.27 ,mesophilic
bacteria,GCF_002901265.1,55.35 ,mesophilic
bacteria,GCF_000196115.1,55.40 ,mesophilic
bacteria,GCF_001027925.1,57.18 ,mesophilic
bacteria,GCF_000025185.1,57.46 ,mesophilic
bacteria,GCF_000153105.1,57.04 ,mesophilic
bacteria,GCF_002277955.1,57.34 ,thermophilic
bacteria,GCF_001983935.1,55.90 ,mesophilic
bacteria,GCF_000181475.1,50.45 ,mesophilic
bacteria,GCF_900113665.1,58.76 ,mesophilic
bacteria,GCF_000165715.2,56.45 ,mesophilic
bacteria,GCF_000092105.1,53.68 ,mesophilic
bacteria,GCF_000255655.1,55.66 ,mesophilic
bacteria,GCA_000531095.1,64.04 ,mesophilic
bacteria,GCF_000171775.1,67.18 ,mesophilic
bacteria,GCF_000255705.1,59.10 ,mesophilic
bacteria,GCF_001956985.1,66.26 ,mesophilic
bacteria,GCF_000242455.2,62.23 ,mesophilic
bacteria,GCF_000186345.1,62.49 ,mesophilic
bacteria,GCF_000284115.1,73.22 ,mesophilic
bacteria,GCF_001997385.1,46.20 ,mesophilic
bacteria,GCF_002117005.1,46.31 ,mesophilic
bacteria,GCF_000020145.1,39.95 ,mesophilic
bacteria,GCF_001027545.1,39.34 ,mesophilic
bacteria,GCF_003355515.1,28.22 ,mesophilic
bacteria,GCF_000585115.1,26.66 ,mesophilic
bacteria,GCF_900187115.1,26.90 ,mesophilic
bacteria,GCF_004214795.1,28.03 ,mesophilic
bacteria,GCF_000092245.1,28.36 ,mesophilic
bacteria,GCF_003544855.1,27.19 ,mesophilic
bacteria,GCF_000012965.1,34.46 ,mesophilic
bacteria,GCF_000242915.1,33.60 ,mesophilic
bacteria,GCF_000445475.1,34.89 ,mesophilic
bacteria,GCF_000147355.1,35.24 ,mesophilic
bacteria,GCA_000310245.1,43.41 ,mesophilic
bacteria,GCF_000183725.1,44.56 ,mesophilic
bacteria,GCA_000276965.1,33.01 ,mesophilic
bacteria,GCF_000010345.1,43.87 ,thermophilic
bacteria,GCA_000987835.1,44.26 ,mesophilic
bacteria,GCF_000186245.1,53.91 ,mesophilic
bacteria,GCF_000010325.1,39.69 ,thermophilic
bacteria,GCF_900176045.1,36.87 ,thermophilic
bacteria,GCF_001891085.1,39.40 ,mesophilic
bacteria,GCF_000376325.1,44.27 ,mesophilic
bacteria,GCA_000705255.1,36.64 ,mesophilic
bacteria,GCF_000174175.1,44.85 ,mesophilic
bacteria,GCF_000344295.2,45.36 ,mesophilic
bacteria,GCF_000175655.1,45.69 ,mesophilic
bacteria,GCF_000736415.1,35.74 ,mesophilic
bacteria,GCF_002139935.1,34.60 ,mesophilic
bacteria,GCF_000374605.1,28.92 ,mesophilic
bacteria,GCF_000413435.1,29.33 ,mesophilic
bacteria,GCF_000017585.1,31.74 ,mesophilic
bacteria,GCF_001492295.1,31.30 ,mesophilic
bacteria,GCF_002179165.1,30.40 ,mesophilic
bacteria,GCA_000163995.1,29.80 ,mesophilic
bacteria,GCF_900637395.1,34.80 ,mesophilic
bacteria,GCF_001017575.1,29.80 ,mesophilic
bacteria,GCF_000816785.1,28.46 ,mesophilic
bacteria,GCF_000816185.1,28.19 ,mesophilic
bacteria,GCF_000568815.1,40.90 ,mesophilic
bacteria,GCF_000024885.1,38.97 ,mesophilic
bacteria,GCF_000265295.1,38.82 ,mesophilic
bacteria,GCF_001548055.1,43.88 ,mesophilic
bacteria,GCF_000597725.1,30.39 ,mesophilic
bacteria,GCF_000200595.1,44.52 ,mesophilic
bacteria,GCF_000187625.1,39.91 ,mesophilic
bacteria,GCF_004117965.1,38.90 ,mesophilic
bacteria,GCF_900478295.1,38.83 ,mesophilic
bacteria,GCF_900461455.1,38.10 ,mesophilic
bacteria,GCF_900198405.1,34.70 ,mesophilic
bacteria,GCF_900476215.1,42.45 ,mesophilic
bacteria,GCF_000155475.1,38.46 ,mesophilic
bacteria,GCF_000007905.1,35.93 ,mesophilic
bacteria,GCF_900198365.1,34.90 ,mesophilic
bacteria,GCF_000162575.1,33.70 ,mesophilic
bacteria,GCF_000155495.1,34.15 ,mesophilic
bacteria,GCF_000687535.1,37.05 ,mesophilic
bacteria,GCF_000158455.1,35.49 ,mesophilic
bacteria,GCF_000196135.1,48.46 ,mesophilic
bacteria,GCF_000021725.1,33.51 ,mesophilic
bacteria,GCF_005843985.1,26.85 ,thermophilic
bacteria,GCF_000523275.1,31.43 ,thermophilic
bacteria,GCF_000194135.1,37.47 ,thermophilic
bacteria,GCF_000420385.1,37.03 ,thermophilic
bacteria,GCF_000744435.1,37.01 ,thermophilic
bacteria,GCF_000517565.1,32.08 ,thermophilic
bacteria,GCF_000512735.1,45.19 ,hyperthermophilic
bacteria,GCF_000702425.1,41.32 ,thermophilic
bacteria,GCF_000025605.1,46.93 ,hyperthermophilic
bacteria,GCF_000010785.1,44.00 ,thermophilic
bacteria,GCF_900215655.1,41.51 ,thermophilic
bacteria,GCF_900142435.1,44.52 ,thermophilic
bacteria,GCF_000008625.1,43.30 ,hyperthermophilic
bacteria,GCF_000020785.1,34.85 ,thermophilic
bacteria,GCF_000213785.1,34.75 ,thermophilic
bacteria,GCF_900215515.1,35.11 ,thermophilic
bacteria,GCF_000021565.1,37.08 ,thermophilic
bacteria,GCF_000021545.1,32.75 ,thermophilic
bacteria,GCF_000619805.1,32.31 ,thermophilic
bacteria,GCF_000020325.1,32.03 ,thermophilic
bacteria,GCF_000173615.1,32.82 ,thermophilic
bacteria,GCF_000185805.1,52.13 ,thermophilic
bacteria,GCF_900182585.1,41.16 ,thermophilic
bacteria,GCF_000191045.1,34.95 ,thermophilic
bacteria,GCF_900188395.1,36.51 ,thermophilic
bacteria,GCF_001547735.1,43.02 ,thermophilic
bacteria,GCF_000025725.1,42.54 ,mesophilic
bacteria,GCF_004087915.1,48.15 ,mesophilic
bacteria,GCF_000487995.1,31.15 ,mesophilic
bacteria,GCF_000183405.1,35.63 ,thermophilic
bacteria,GCA_002878065.1,35.70 ,thermophilic
bacteria,GCF_000218625.1,38.29 ,thermophilic
bacteria,GCF_000010985.1,30.31 ,thermophilic
bacteria,GCF_000177635.2,56.11 ,mesophilic
bacteria,GCF_000469585.1,50.05 ,mesophilic
bacteria,GCF_900167145.1,42.45 ,mesophilic
bacteria,GCF_000468115.1,49.16 ,mesophilic
bacteria,GCF_000195275.1,39.13 ,mesophilic
bacteria,GCF_900167025.1,39.43 ,mesophilic
bacteria,GCF_000255555.1,53.18 ,mesophilic
bacteria,GCF_000413055.1,47.88 ,mesophilic
bacteria,GCF_000468055.1,43.78 ,mesophilic
bacteria,GCF_000212415.1,51.47 ,mesophilic
bacteria,GCF_000008185.1,37.87 ,mesophilic
bacteria,GCF_000413035.1,44.26 ,mesophilic
bacteria,GCF_000410535.2,52.79 ,mesophilic
bacteria,GCF_000214375.1,50.84 ,mesophilic
bacteria,GCF_000297095.1,50.83 ,mesophilic
bacteria,GCF_000214355.1,49.80 ,mesophilic
bacteria,GCF_000219725.1,45.58 ,mesophilic
bacteria,GCF_000147075.1,61.88 ,hyperthermophilic
bacteria,GCF_000184345.1,60.92 ,thermophilic
bacteria,GCF_000373545.1,60.55 ,mesophilic
bacteria,GCF_000242595.2,57.77 ,mesophilic
bacteria,GCF_000758165.1,53.76 ,mesophilic
bacteria,GCF_000507245.1,51.86 ,mesophilic
bacteria,GCF_000426705.1,37.02 ,mesophilic
bacteria,GCF_000143985.1,48.97 ,mesophilic
bacteria,GCF_000378205.1,49.17 ,mesophilic
bacteria,GCF_000190435.1,48.87 ,mesophilic
bacteria,GCF_000236685.1,46.20 ,mesophilic
bacteria,GCF_000208385.1,50.56 ,mesophilic
bacteria,GCF_000181895.2,28.21 ,mesophilic
bacteria,GCF_001900865.1,27.69 ,mesophilic
bacteria,GCF_001922545.1,28.12 ,mesophilic
bacteria,GCF_000170955.2,27.48 ,mesophilic
bacteria,GCF_000008685.2,28.17 ,mesophilic
bacteria,GCF_000181875.2,28.72 ,mesophilic
bacteria,GCF_000012085.2,29.48 ,mesophilic
bacteria,GCF_000019685.1,28.01 ,mesophilic
bacteria,GCF_000223215.1,27.21 ,mesophilic
bacteria,GCF_001746205.1,27.45 ,mesophilic
bacteria,GCF_000092845.1,27.75 ,mesophilic
bacteria,GCF_000325665.1,27.92 ,mesophilic
bacteria,GCF_000313175.2,41.82 ,mesophilic
bacteria,GCF_900156205.1,35.00 ,mesophilic
bacteria,GCF_004368965.1,38.10 ,mesophilic
bacteria,GCF_000017685.1,38.89 ,mesophilic
bacteria,GCF_000243335.1,54.26 ,mesophilic
bacteria,GCF_000266885.1,53.63 ,mesophilic
bacteria,GCF_000392435.1,48.50 ,mesophilic
bacteria,GCF_000018605.1,34.12 ,thermophilic
bacteria,GCF_000953715.1,31.38 ,thermophilic
bacteria,GCF_900129175.1,27.16 ,thermophilic
bacteria,GCF_000255135.1,29.14 ,thermophilic
bacteria,GCA_001509115.1,45.50 ,thermophilic
bacteria,GCF_001027025.1,42.52 ,thermophilic
bacteria,GCF_000023325.1,41.55 ,thermophilic
bacteria,GCF_000016785.1,46.10 ,hyperthermophilic
bacteria,GCF_000008545.1,46.25 ,hyperthermophilic
bacteria,GCF_000018945.1,46.94 ,hyperthermophilic
bacteria,GCF_000504085.1,38.72 ,thermophilic
bacteria,GCF_000828675.1,38.80 ,thermophilic
bacteria,GCF_000217815.1,40.32 ,thermophilic
bacteria,GCF_000816145.1,49.47 ,thermophilic
bacteria,GCF_000828655.1,51.33 ,thermophilic
bacteria,GCF_000017545.1,34.99 ,thermophilic
bacteria,GCF_000235405.2,38.88 ,hyperthermophilic
bacteria,GCF_001644665.1,38.90 ,thermophilic
bacteria,GCF_900143265.1,39.66 ,thermophilic
bacteria,GCF_000016905.1,31.40 ,thermophilic
bacteria,GCF_900129985.1,31.13 ,thermophilic
bacteria,GCF_000585335.1,55.95 ,mesophilic
bacteria,GCF_000712295.1,56.40 ,mesophilic
bacteria,GCF_000024905.1,63.79 ,thermophilic
bacteria,GCF_000237825.1,58.78 ,thermophilic
bacteria,GCF_000165795.1,67.59 ,mesophilic
bacteria,GCF_000526375.1,60.41 ,mesophilic
bacteria,GCF_000025885.1,45.31 ,mesophilic
bacteria,GCF_000526395.1,43.76 ,mesophilic
bacteria,GCA_000210715.1,63.00 ,mesophilic
bacteria,GCF_000177335.1,59.84 ,mesophilic
bacteria,GCF_000237805.1,59.51 ,mesophilic
bacteria,GCF_000172975.1,54.42 ,mesophilic
bacteria,GCF_000233775.1,47.06 ,thermophilic
bacteria,GCF_000160455.2,46.45 ,mesophilic
bacteria,GCF_900107215.1,46.45 ,thermophilic
bacteria,GCF_900129645.1,48.29 ,thermophilic
bacteria,GCF_000284335.1,35.37 ,thermophilic
bacteria,GCA_002877955.1,34.60 ,thermophilic
bacteria,GCF_000020945.1,44.77 ,thermophilic
bacteria,GCF_000378005.1,42.47 ,thermophilic
bacteria,GCF_000020965.1,33.74 ,thermophilic
bacteria,GCF_000021645.1,33.96 ,thermophilic
bacteria,GCF_000212395.1,33.87 ,thermophilic
bacteria,GCF_003057965.1,33.67 ,thermophilic
bacteria,GCF_001074825.1,39.80 ,mesophilic
bacteria,GCF_000187745.1,39.22 ,mesophilic
bacteria,GCF_001560895.1,40.00 ,mesophilic
bacteria,GCF_900042815.1,39.60 ,mesophilic
bacteria,GCF_000027165.1,39.98 ,mesophilic
bacteria,GCF_000148545.1,39.54 ,mesophilic
bacteria,GCF_000148525.1,39.73 ,mesophilic
bacteria,GCF_000148585.2,40.50 ,mesophilic
bacteria,GCF_003943415.1,41.10 ,mesophilic
bacteria,GCF_000221165.1,41.23 ,mesophilic
bacteria,GCF_000235485.1,41.18 ,mesophilic
bacteria,GCF_901543175.1,42.20 ,mesophilic
bacteria,GCF_000146585.1,41.19 ,mesophilic
bacteria,GCF_000253155.1,41.14 ,mesophilic
bacteria,GCF_002093545.1,41.10 ,mesophilic
bacteria,GCF_000279535.1,39.39 ,mesophilic
bacteria,GCF_000187465.1,38.98 ,mesophilic
bacteria,GCF_000411475.1,39.60 ,mesophilic
bacteria,GCF_000960085.1,39.50 ,mesophilic
bacteria,GCF_000187585.1,39.15 ,mesophilic
bacteria,GCF_000963275.1,41.90 ,mesophilic
bacteria,GCF_000164675.2,41.72 ,mesophilic
bacteria,GCF_000180035.1,41.98 ,mesophilic
bacteria,GCF_000314795.2,41.77 ,mesophilic
bacteria,GCF_000479315.1,42.07 ,mesophilic
bacteria,GCF_000186465.1,41.85 ,mesophilic
bacteria,GCF_000194945.1,43.27 ,mesophilic
bacteria,GCF_000212815.1,42.95 ,mesophilic
bacteria,GCF_000212855.1,43.37 ,mesophilic
bacteria,GCF_003943655.1,43.10 ,mesophilic
bacteria,GCF_003943515.1,42.40 ,mesophilic
bacteria,GCF_000222765.1,42.61 ,mesophilic
bacteria,GCF_000767835.1,42.16 ,mesophilic
bacteria,GCF_001553855.1,40.50 ,mesophilic
bacteria,GCF_000220065.1,39.47 ,mesophilic
bacteria,GCA_001697145.1,38.70 ,mesophilic
bacteria,GCF_000380065.1,41.53 ,mesophilic
bacteria,GCF_004922915.1,41.20 ,mesophilic
bacteria,GCF_000377005.1,41.10 ,mesophilic
bacteria,GCF_000380125.1,40.10 ,mesophilic
bacteria,GCF_000380085.1,41.70 ,mesophilic
bacteria,GCF_900475415.1,36.60 ,mesophilic
bacteria,GCF_000188035.1,37.13 ,mesophilic
bacteria,GCF_900475595.1,36.40 ,mesophilic
bacteria,GCF_000380005.1,35.78 ,mesophilic
bacteria,GCA_001595425.1,36.60 ,mesophilic
bacteria,GCF_000188315.1,39.36 ,mesophilic
bacteria,GCF_900636575.1,39.69 ,mesophilic
bacteria,GCF_002055535.1,38.40 ,mesophilic
bacteria,GCF_000425025.1,37.81 ,mesophilic
bacteria,GCF_000188015.2,38.16 ,mesophilic
bacteria,GCF_000188055.2,34.19 ,mesophilic
bacteria,GCF_900475675.1,37.70 ,mesophilic
bacteria,GCF_000154985.1,37.57 ,mesophilic
bacteria,GCF_000187265.1,37.29 ,mesophilic
bacteria,GCF_002000985.1,37.70 ,mesophilic
bacteria,GCF_900478025.1,37.30 ,mesophilic
bacteria,GCF_003337175.1,37.50 ,mesophilic
bacteria,GCF_000376985.1,38.59 ,mesophilic
bacteria,GCF_000380105.1,38.53 ,mesophilic
bacteria,GCF_000379985.1,40.37 ,mesophilic
bacteria,GCF_001642085.1,41.97 ,mesophilic
bacteria,GCF_000186445.1,35.26 ,mesophilic
bacteria,GCF_000785515.1,39.80 ,mesophilic
bacteria,GCF_000188295.1,39.61 ,mesophilic
bacteria,GCF_004354505.1,39.00 ,mesophilic
bacteria,GCF_000187445.1,39.83 ,mesophilic
bacteria,GCF_000380145.1,38.39 ,mesophilic
bacteria,GCF_001598035.1,39.25 ,mesophilic
bacteria,GCF_000420785.1,39.86 ,mesophilic
bacteria,GCF_000686605.1,43.42 ,mesophilic
bacteria,GCF_000187975.2,42.19 ,mesophilic
bacteria,GCF_000423745.1,41.12 ,mesophilic
bacteria,GCF_000423765.1,40.76 ,mesophilic
bacteria,GCF_000423725.1,41.81 ,mesophilic
bacteria,GCF_000286075.1,40.79 ,mesophilic
bacteria,GCF_006739205.1,36.80 ,mesophilic
bacteria,GCF_000187995.2,37.81 ,mesophilic
bacteria,GCF_000372425.1,42.74 ,mesophilic
bacteria,GCF_000380025.1,44.64 ,mesophilic
bacteria,GCF_000380045.1,33.18 ,mesophilic
bacteria,GCF_900099625.1,35.00 ,mesophilic
bacteria,GCF_000269925.1,38.83 ,mesophilic
bacteria,GCF_002355575.1,38.40 ,mesophilic
bacteria,GCF_002441885.1,38.67 ,psychrophilic/psychrotrophilic
bacteria,GCF_002441695.1,38.55 ,mesophilic
bacteria,GCF_900258445.1,38.15 ,psychrophilic/psychrotrophilic
bacteria,GCF_002441715.1,36.76 ,mesophilic
bacteria,GCF_900167335.1,37.97 ,mesophilic
bacteria,GCF_000313915.1,33.93 ,mesophilic
bacteria,GCF_000423785.1,35.95 ,mesophilic
bacteria,GCF_003795125.1,36.34 ,mesophilic
bacteria,GCF_003841405.1,36.03 ,mesophilic
bacteria,GCF_003795145.1,36.92 ,mesophilic
bacteria,GCF_000185365.1,39.17 ,mesophilic
bacteria,GCF_000406925.1,36.46 ,mesophilic
bacteria,GCF_000407565.1,36.49 ,mesophilic
bacteria,GCF_001886185.1,39.40 ,mesophilic
bacteria,GCF_000271405.2,36.90 ,mesophilic
bacteria,GCF_003269465.1,37.80 ,mesophilic
bacteria,GCF_002813755.1,38.20 ,mesophilic
bacteria,GCF_001730285.1,35.81 ,mesophilic
bacteria,GCF_000392875.1,37.65 ,mesophilic
bacteria,GCF_001870205.1,34.10 ,mesophilic
bacteria,GCA_003666485.1,45.72 ,mesophilic
bacteria,GCF_001435525.1,49.18 ,mesophilic
bacteria,GCF_001433855.1,45.97 ,mesophilic
bacteria,GCF_001434055.1,49.09 ,mesophilic
bacteria,GCF_001434395.1,49.41 ,mesophilic
bacteria,GCF_001437125.1,49.18 ,mesophilic
bacteria,GCF_001434115.1,53.59 ,mesophilic
bacteria,GCF_001434835.1,51.61 ,mesophilic
bacteria,GCF_001434785.1,52.03 ,mesophilic
bacteria,GCF_001435095.1,55.93 ,mesophilic
bacteria,GCF_001434895.1,44.23 ,mesophilic
bacteria,GCF_001311075.1,46.96 ,mesophilic
bacteria,GCF_001433995.1,46.58 ,mesophilic
bacteria,GCF_001436395.1,41.03 ,mesophilic
bacteria,GCF_001434735.1,44.42 ,mesophilic
bacteria,GCF_001434145.1,42.39 ,mesophilic
bacteria,GCF_001435575.1,42.06 ,mesophilic
bacteria,GCF_001435315.1,43.43 ,mesophilic
bacteria,GCF_001436255.1,42.95 ,mesophilic
bacteria,GCF_000159315.1,39.65 ,mesophilic
bacteria,GCF_001435895.1,45.28 ,mesophilic
bacteria,GCF_001434255.1,39.99 ,mesophilic
bacteria,GCF_001436555.1,39.08 ,mesophilic
bacteria,GCF_001435995.1,31.91 ,mesophilic
bacteria,GCF_001436035.1,34.68 ,mesophilic
bacteria,GCF_001434095.1,38.88 ,mesophilic
bacteria,GCF_000160835.1,51.11 ,mesophilic
bacteria,GCF_001434465.1,50.00 ,mesophilic
bacteria,GCF_001435935.1,48.13 ,mesophilic
bacteria,GCF_001435345.1,53.54 ,mesophilic
bacteria,GCF_003072625.1,38.60 ,mesophilic
bacteria,GCF_000159435.1,40.62 ,mesophilic
bacteria,GCF_002871555.1,41.40 ,mesophilic
bacteria,GCF_001436045.1,42.55 ,mesophilic
bacteria,GCF_000159215.1,52.78 ,mesophilic
bacteria,GCA_003343585.1,51.80 ,mesophilic
bacteria,GCF_001293735.1,48.11 ,mesophilic
bacteria,GCF_001434365.1,41.65 ,mesophilic
bacteria,GCF_000161935.1,41.32 ,mesophilic
bacteria,GCF_001437055.1,47.72 ,mesophilic
bacteria,GCF_001436025.1,46.40 ,mesophilic
bacteria,GCF_000829395.1,38.22 ,mesophilic
bacteria,GCF_001434475.1,38.98 ,mesophilic
bacteria,GCF_001436295.1,43.49 ,mesophilic
bacteria,GCF_000498955.2,44.98 ,mesophilic
bacteria,GCF_003641185.1,46.34 ,mesophilic
bacteria,GCF_003641145.1,43.86 ,mesophilic
bacteria,GCF_001039045.1,43.50 ,mesophilic
bacteria,GCF_001438845.1,45.13 ,mesophilic
bacteria,GCF_001437075.1,38.11 ,mesophilic
bacteria,GCF_001437285.1,37.25 ,mesophilic
bacteria,GCF_000146325.1,42.14 ,mesophilic
bacteria,GCF_000237995.1,37.00 ,mesophilic
bacteria,GCF_001437605.1,36.67 ,mesophilic
bacteria,GCF_002982135.1,38.67 ,mesophilic
bacteria,GCF_001437405.1,37.17 ,mesophilic
bacteria,GCF_001438655.1,39.04 ,mesophilic
bacteria,GCF_004354555.1,38.90 ,mesophilic
bacteria,GCF_000166715.1,36.60 ,mesophilic
bacteria,GCF_000166735.1,36.42 ,mesophilic
bacteria,GCF_000092505.1,37.91 ,psychrophilic/psychrotrophilic
bacteria,GCF_000014445.1,37.67 ,mesophilic
bacteria,GCF_001891125.1,37.58 ,mesophilic
bacteria,GCF_000165675.1,37.53 ,mesophilic
bacteria,GCF_900108455.1,44.46 ,mesophilic
bacteria,GCF_001438695.1,44.56 ,mesophilic
bacteria,GCF_900112405.1,44.74 ,mesophilic
bacteria,GCF_000372485.1,37.85 ,mesophilic
bacteria,GCF_000241055.1,42.68 ,mesophilic
bacteria,GCF_000160575.1,37.88 ,mesophilic
bacteria,GCF_001436895.1,44.73 ,mesophilic
bacteria,GCF_000193635.1,45.15 ,mesophilic
bacteria,GCF_001437355.1,41.09 ,mesophilic
bacteria,GCF_001437425.1,39.28 ,mesophilic
